attempt_no,variant_id,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json
29440,000cb45f326beaeb,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,606,94,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":1.0}"
29441,000f660cd61af19b,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,2363,508,"{""age_min"":32,""confirmation"":""WICK"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":1.0}"
29442,0011371f65fdc16d,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,261,36,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":2.0}"
29443,0011a40b7d2d0e44,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,1086,180,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}"
29444,001ae891eca07448,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,515,93,"{""age_min"":64,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}"
29445,001c50a5d01a2e2c,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,917,146,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}"
29446,00233731252b183b,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,751,146,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}"
29447,002e54c06279148a,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,3110,667,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":1.0}"
29448,0032d43414d8b36e,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,522,87,"{""age_min"":16,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":2.0}"
29449,0033e5e808d4fa98,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,893,171,"{""age_min"":32,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}"
29450,0033eb86807cb386,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,163,23,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":1.0}"
29451,003fc3d6bb831961,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,918,183,"{""age_min"":64,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":2.0}"
29452,0049acb1f85df3cc,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,306,53,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}"
29453,00513365f0fead7f,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,1088,221,"{""age_min"":32,""confirmation"":""WICK"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}"
29454,0054277d77c374d8,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,840,143,"{""age_min"":64,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}"
29455,0054892c8961d1e1,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,214,29,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":1.0}"
29456,005652ad7d3324d5,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,557,101,"{""age_min"":64,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":3.0}"
29457,005d64b2e854faae,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,4297,937,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":2.0}"
29458,005ede685c4f4e68,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,406,77,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":3.0}"
29459,0068dc7c4db51d73,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,966,196,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":1.0}"
29460,006b2343cd88e7bb,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,1714,291,"{""age_min"":64,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}"
29461,0070f352dba8572e,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,4075,904,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":2.0}"
29462,0071a6c0dc16a3e7,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,697,118,"{""age_min"":32,""confirmation"":""WICK"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":1.0}"
29463,007a1493f1c8a568,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,2859,634,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":3.0}"
29464,0082a00f75a0fb1f,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,2051,434,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}"
29465,0089f254d078cc23,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,1294,264,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":1.0}"
29466,008e04ffb25a21b0,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,1211,249,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.2,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":3.0}"
29467,009009f47112f0af,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,3629,767,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":1.0}"
29468,0094fe0c0c453519,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,897,170,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":2.0}"
29469,00969e9b145c29bc,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,173,22,"{""age_min"":32,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":2.0}"
29470,0098168ba42ef83c,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,777,160,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}"
29471,009eaec9a26dd6ca,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,1005,194,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}"
29472,00a96c85720794e5,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,6157,1367,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}"
29473,00a9d09d83a35f62,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,275,48,"{""age_min"":64,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":3.0}"
29474,00a9fe9a2d0bb0bc,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,1710,355,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":1.0}"
29475,00ad43b76d1a080d,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,365,59,"{""age_min"":16,""confirmation"":""WICK"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":1.0}"
29476,00b78081aa777d98,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,331,61,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":2.0}"
29477,00bf0fe84ac45535,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,2335,444,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":1.0}"
29478,00bf22c54ee76bea,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,1467,307,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":2.0}"
29479,00c955de1b5cbd04,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,594,125,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":3.0}"
29480,00cac2c3aa73d305,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,168,31,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":3.0}"
29481,00d139cb88e037b2,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,788,174,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":2.0}"
29482,00d57807bddc2d70,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,882,172,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":2.0}"
29483,00d8b36f3374220f,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,163,23,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":2.0}"
29484,00e127e216de1539,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,2918,650,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":3.0}"
29485,00e68f0946e17162,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,2320,455,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}"
29486,00ef30f392954751,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,215,26,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":1.0}"
29487,00f4270dfcf424fc,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,497,79,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":3.0}"
29488,00ff1406781a6314,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,3274,670,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":1.0}"
29489,0106a5c3054f98cf,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,1463,301,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}"
29490,010756d18548ca58,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,1901,353,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":1.0}"
29491,011d8f3d5fb94863,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,1371,269,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}"
29492,011df10cfbd3d91b,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,8869,1867,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}"
29493,011e9ebe3f9dfe53,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,654,108,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}"
29494,0123dbca8b94733e,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,13351,3049,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":1.0}"
29495,012b3fbd7e2e5003,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,289,46,"{""age_min"":64,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":3.0}"
29496,012d90640969b018,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,347,52,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":1.0}"
29497,01311ee58bf132f9,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,2267,424,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}"
29498,01395baf59ff576a,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,853,167,"{""age_min"":64,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":2.0}"
29499,0142616605c9ac00,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,2295,425,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":1.0}"
29500,0157165e34e52da3,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,1965,393,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":3.0}"
29501,015760b155f4a5fd,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,1714,291,"{""age_min"":64,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}"
29502,0160a3adba811b7e,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,347,52,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}"
29503,01638ccadd8631b8,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,871,166,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}"
29504,01640cd545019734,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,939,198,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":3.0}"
29505,01641ecbb8ed8081,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,1712,343,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}"
29506,01662e0cddbb95c4,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,1215,276,"{""age_min"":16,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":3.0}"
29507,016929945b0cbb45,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,145,25,"{""age_min"":64,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}"
29508,0169a83e61e5e2c7,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,355,71,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":1.0}"
29509,017112954662290d,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,486,104,"{""age_min"":16,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":2.0}"
29510,017c044f33f15010,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,568,103,"{""age_min"":32,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":2.0}"
29511,017f9715087969e9,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,1736,347,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":3.0}"
29512,01812074ac6c02fc,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,1549,309,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}"
29513,018a23c752a6f84d,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,401,70,"{""age_min"":64,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":2.0}"
29514,01965ba79511fd23,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,1417,291,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}"
29515,0196dd764f3fa752,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,4826,1036,"{""age_min"":16,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}"
29516,019ce7c91cdf6ec0,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,897,170,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":2.0}"
29517,01a11a6f3a559b80,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,3095,641,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":2.0}"
29518,01b4a996dbfd6335,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,946,172,"{""age_min"":64,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}"
29519,01b7e8a4d6bcfda6,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_BALANCED,412,96,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":3.0}"
29520,01b882414bed25d6,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_EXTENDED,545,102,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":1.0}"
29521,01b8abe666a2048e,CHOP,CHOP_MATURE_EPISODE_EDGE_BOUNCE,C_SCALP,2440,541,"{""age_min"":32,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}"
