policy_id,horizon_ms,minimum_dxy_move_bps,minimum_xag_move_bps,maximum_initial_xau_move_bps,breakout_move_bps,eligible_full_weekdays,candidates,candidates_per_full_weekday,active_days,active_day_share,long_candidates,short_candidates,minority_direction_share,selection_eligible
H60000__DX010__AG100__XI010__BO300,60000,0.1,1.0,0.1,3.0,22,20,0.9090909090909091,20,0.9090909090909091,12,8,0.4,True
H60000__DX010__AG100__XI025__BO200,60000,0.1,1.0,0.25,2.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H60000__DX010__AG100__XI025__BO300,60000,0.1,1.0,0.25,3.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H60000__DX010__AG100__XI050__BO200,60000,0.1,1.0,0.5,2.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H60000__DX010__AG100__XI050__BO300,60000,0.1,1.0,0.5,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H60000__DX010__AG100__XI075__BO200,60000,0.1,1.0,0.75,2.0,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H60000__DX010__AG100__XI075__BO300,60000,0.1,1.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H60000__DX010__AG100__XI100__BO200,60000,0.1,1.0,1.0,2.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H60000__DX010__AG100__XI100__BO300,60000,0.1,1.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H60000__DX010__AG200__XI010__BO200,60000,0.1,2.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H60000__DX010__AG200__XI010__BO300,60000,0.1,2.0,0.1,3.0,22,18,0.8181818181818182,18,0.8181818181818182,13,5,0.2777777777777778,True
H60000__DX010__AG200__XI025__BO200,60000,0.1,2.0,0.25,2.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H60000__DX010__AG200__XI025__BO300,60000,0.1,2.0,0.25,3.0,22,19,0.8636363636363636,19,0.8636363636363636,12,7,0.3684210526315789,True
H60000__DX010__AG200__XI050__BO200,60000,0.1,2.0,0.5,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H60000__DX010__AG200__XI050__BO300,60000,0.1,2.0,0.5,3.0,22,21,0.9545454545454546,21,0.9545454545454546,15,6,0.2857142857142857,True
H60000__DX010__AG200__XI075__BO200,60000,0.1,2.0,0.75,2.0,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H60000__DX010__AG200__XI075__BO300,60000,0.1,2.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H60000__DX010__AG200__XI100__BO200,60000,0.1,2.0,1.0,2.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H60000__DX010__AG200__XI100__BO300,60000,0.1,2.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H60000__DX010__AG300__XI010__BO200,60000,0.1,3.0,0.1,2.0,22,18,0.8181818181818182,18,0.8181818181818182,14,4,0.2222222222222222,True
H60000__DX010__AG300__XI010__BO300,60000,0.1,3.0,0.1,3.0,22,16,0.7272727272727273,16,0.7272727272727273,10,6,0.375,True
H60000__DX010__AG300__XI025__BO200,60000,0.1,3.0,0.25,2.0,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG300__XI025__BO300,60000,0.1,3.0,0.25,3.0,22,17,0.7727272727272727,17,0.7727272727272727,11,6,0.35294117647058826,True
H60000__DX010__AG300__XI050__BO200,60000,0.1,3.0,0.5,2.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H60000__DX010__AG300__XI050__BO300,60000,0.1,3.0,0.5,3.0,22,20,0.9090909090909091,20,0.9090909090909091,13,7,0.35,True
H60000__DX010__AG300__XI075__BO200,60000,0.1,3.0,0.75,2.0,22,22,1.0,22,1.0,16,6,0.2727272727272727,True
H60000__DX010__AG300__XI075__BO300,60000,0.1,3.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H60000__DX010__AG300__XI100__BO200,60000,0.1,3.0,1.0,2.0,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX010__AG300__XI100__BO300,60000,0.1,3.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H60000__DX010__AG500__XI010__BO200,60000,0.1,5.0,0.1,2.0,22,15,0.6818181818181818,15,0.6818181818181818,11,4,0.26666666666666666,True
H60000__DX010__AG500__XI010__BO300,60000,0.1,5.0,0.1,3.0,22,12,0.5454545454545454,12,0.5454545454545454,9,3,0.25,False
H60000__DX010__AG500__XI025__BO200,60000,0.1,5.0,0.25,2.0,22,15,0.6818181818181818,15,0.6818181818181818,10,5,0.3333333333333333,True
H60000__DX010__AG500__XI025__BO300,60000,0.1,5.0,0.25,3.0,22,13,0.5909090909090909,13,0.5909090909090909,9,4,0.3076923076923077,False
H60000__DX010__AG500__XI050__BO200,60000,0.1,5.0,0.5,2.0,22,18,0.8181818181818182,18,0.8181818181818182,11,7,0.3888888888888889,True
H60000__DX010__AG500__XI050__BO300,60000,0.1,5.0,0.5,3.0,22,15,0.6818181818181818,15,0.6818181818181818,10,5,0.3333333333333333,True
H60000__DX010__AG500__XI075__BO200,60000,0.1,5.0,0.75,2.0,22,20,0.9090909090909091,20,0.9090909090909091,13,7,0.35,True
H60000__DX010__AG500__XI075__BO300,60000,0.1,5.0,0.75,3.0,22,17,0.7727272727272727,17,0.7727272727272727,10,7,0.4117647058823529,True
H60000__DX010__AG500__XI100__BO200,60000,0.1,5.0,1.0,2.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H60000__DX010__AG500__XI100__BO300,60000,0.1,5.0,1.0,3.0,22,20,0.9090909090909091,20,0.9090909090909091,12,8,0.4,True
H60000__DX010__AG750__XI010__BO200,60000,0.1,7.5,0.1,2.0,22,9,0.4090909090909091,9,0.4090909090909091,8,1,0.1111111111111111,False
H60000__DX010__AG750__XI010__BO300,60000,0.1,7.5,0.1,3.0,22,8,0.36363636363636365,8,0.36363636363636365,7,1,0.125,False
H60000__DX010__AG750__XI025__BO200,60000,0.1,7.5,0.25,2.0,22,11,0.5,11,0.5,10,1,0.09090909090909091,False
H60000__DX010__AG750__XI025__BO300,60000,0.1,7.5,0.25,3.0,22,9,0.4090909090909091,9,0.4090909090909091,8,1,0.1111111111111111,False
H60000__DX010__AG750__XI050__BO200,60000,0.1,7.5,0.5,2.0,22,13,0.5909090909090909,13,0.5909090909090909,9,4,0.3076923076923077,False
H60000__DX010__AG750__XI050__BO300,60000,0.1,7.5,0.5,3.0,22,11,0.5,11,0.5,8,3,0.2727272727272727,False
H60000__DX010__AG750__XI075__BO200,60000,0.1,7.5,0.75,2.0,22,15,0.6818181818181818,15,0.6818181818181818,9,6,0.4,True
H60000__DX010__AG750__XI075__BO300,60000,0.1,7.5,0.75,3.0,22,12,0.5454545454545454,12,0.5454545454545454,9,3,0.25,False
H60000__DX010__AG750__XI100__BO200,60000,0.1,7.5,1.0,2.0,22,15,0.6818181818181818,15,0.6818181818181818,10,5,0.3333333333333333,True
H60000__DX010__AG750__XI100__BO300,60000,0.1,7.5,1.0,3.0,22,13,0.5909090909090909,13,0.5909090909090909,9,4,0.3076923076923077,False
H60000__DX020__AG100__XI010__BO200,60000,0.2,1.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,14,7,0.3333333333333333,True
H60000__DX020__AG100__XI010__BO300,60000,0.2,1.0,0.1,3.0,22,20,0.9090909090909091,20,0.9090909090909091,12,8,0.4,True
H60000__DX020__AG100__XI025__BO200,60000,0.2,1.0,0.25,2.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H60000__DX020__AG100__XI025__BO300,60000,0.2,1.0,0.25,3.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H60000__DX020__AG100__XI050__BO200,60000,0.2,1.0,0.5,2.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H60000__DX020__AG100__XI050__BO300,60000,0.2,1.0,0.5,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H60000__DX020__AG100__XI075__BO200,60000,0.2,1.0,0.75,2.0,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H60000__DX020__AG100__XI075__BO300,60000,0.2,1.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H60000__DX020__AG100__XI100__BO200,60000,0.2,1.0,1.0,2.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H60000__DX020__AG100__XI100__BO300,60000,0.2,1.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H60000__DX020__AG200__XI010__BO200,60000,0.2,2.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H60000__DX020__AG200__XI010__BO300,60000,0.2,2.0,0.1,3.0,22,18,0.8181818181818182,18,0.8181818181818182,13,5,0.2777777777777778,True
H60000__DX020__AG200__XI025__BO200,60000,0.2,2.0,0.25,2.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H60000__DX020__AG200__XI025__BO300,60000,0.2,2.0,0.25,3.0,22,19,0.8636363636363636,19,0.8636363636363636,12,7,0.3684210526315789,True
H60000__DX020__AG200__XI050__BO200,60000,0.2,2.0,0.5,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H60000__DX020__AG200__XI050__BO300,60000,0.2,2.0,0.5,3.0,22,21,0.9545454545454546,21,0.9545454545454546,15,6,0.2857142857142857,True
H60000__DX020__AG200__XI075__BO200,60000,0.2,2.0,0.75,2.0,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H60000__DX020__AG200__XI075__BO300,60000,0.2,2.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H60000__DX020__AG200__XI100__BO200,60000,0.2,2.0,1.0,2.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H60000__DX020__AG200__XI100__BO300,60000,0.2,2.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H60000__DX020__AG300__XI010__BO200,60000,0.2,3.0,0.1,2.0,22,18,0.8181818181818182,18,0.8181818181818182,14,4,0.2222222222222222,True
H60000__DX020__AG300__XI010__BO300,60000,0.2,3.0,0.1,3.0,22,16,0.7272727272727273,16,0.7272727272727273,10,6,0.375,True
H60000__DX020__AG300__XI025__BO200,60000,0.2,3.0,0.25,2.0,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX020__AG300__XI025__BO300,60000,0.2,3.0,0.25,3.0,22,17,0.7727272727272727,17,0.7727272727272727,11,6,0.35294117647058826,True
H60000__DX020__AG300__XI050__BO200,60000,0.2,3.0,0.5,2.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H60000__DX020__AG300__XI050__BO300,60000,0.2,3.0,0.5,3.0,22,20,0.9090909090909091,20,0.9090909090909091,13,7,0.35,True
H60000__DX020__AG300__XI075__BO200,60000,0.2,3.0,0.75,2.0,22,22,1.0,22,1.0,16,6,0.2727272727272727,True
H60000__DX020__AG300__XI075__BO300,60000,0.2,3.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H60000__DX020__AG300__XI100__BO200,60000,0.2,3.0,1.0,2.0,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX020__AG300__XI100__BO300,60000,0.2,3.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H60000__DX020__AG500__XI010__BO200,60000,0.2,5.0,0.1,2.0,22,15,0.6818181818181818,15,0.6818181818181818,11,4,0.26666666666666666,True
H60000__DX020__AG500__XI010__BO300,60000,0.2,5.0,0.1,3.0,22,12,0.5454545454545454,12,0.5454545454545454,9,3,0.25,False
H60000__DX020__AG500__XI025__BO200,60000,0.2,5.0,0.25,2.0,22,15,0.6818181818181818,15,0.6818181818181818,10,5,0.3333333333333333,True
H60000__DX020__AG500__XI025__BO300,60000,0.2,5.0,0.25,3.0,22,13,0.5909090909090909,13,0.5909090909090909,9,4,0.3076923076923077,False
H60000__DX020__AG500__XI050__BO200,60000,0.2,5.0,0.5,2.0,22,18,0.8181818181818182,18,0.8181818181818182,11,7,0.3888888888888889,True
H60000__DX020__AG500__XI050__BO300,60000,0.2,5.0,0.5,3.0,22,15,0.6818181818181818,15,0.6818181818181818,10,5,0.3333333333333333,True
H60000__DX020__AG500__XI075__BO200,60000,0.2,5.0,0.75,2.0,22,20,0.9090909090909091,20,0.9090909090909091,13,7,0.35,True
H60000__DX020__AG500__XI075__BO300,60000,0.2,5.0,0.75,3.0,22,17,0.7727272727272727,17,0.7727272727272727,10,7,0.4117647058823529,True
H60000__DX020__AG500__XI100__BO200,60000,0.2,5.0,1.0,2.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H60000__DX020__AG500__XI100__BO300,60000,0.2,5.0,1.0,3.0,22,20,0.9090909090909091,20,0.9090909090909091,12,8,0.4,True
H60000__DX020__AG750__XI010__BO200,60000,0.2,7.5,0.1,2.0,22,9,0.4090909090909091,9,0.4090909090909091,8,1,0.1111111111111111,False
H60000__DX020__AG750__XI010__BO300,60000,0.2,7.5,0.1,3.0,22,8,0.36363636363636365,8,0.36363636363636365,7,1,0.125,False
H60000__DX020__AG750__XI025__BO200,60000,0.2,7.5,0.25,2.0,22,11,0.5,11,0.5,10,1,0.09090909090909091,False
H60000__DX020__AG750__XI025__BO300,60000,0.2,7.5,0.25,3.0,22,9,0.4090909090909091,9,0.4090909090909091,8,1,0.1111111111111111,False
H60000__DX020__AG750__XI050__BO200,60000,0.2,7.5,0.5,2.0,22,13,0.5909090909090909,13,0.5909090909090909,9,4,0.3076923076923077,False
H60000__DX020__AG750__XI050__BO300,60000,0.2,7.5,0.5,3.0,22,11,0.5,11,0.5,8,3,0.2727272727272727,False
H60000__DX020__AG750__XI075__BO200,60000,0.2,7.5,0.75,2.0,22,15,0.6818181818181818,15,0.6818181818181818,9,6,0.4,True
H60000__DX020__AG750__XI075__BO300,60000,0.2,7.5,0.75,3.0,22,12,0.5454545454545454,12,0.5454545454545454,9,3,0.25,False
H60000__DX020__AG750__XI100__BO200,60000,0.2,7.5,1.0,2.0,22,15,0.6818181818181818,15,0.6818181818181818,10,5,0.3333333333333333,True
H60000__DX020__AG750__XI100__BO300,60000,0.2,7.5,1.0,3.0,22,13,0.5909090909090909,13,0.5909090909090909,9,4,0.3076923076923077,False
H60000__DX030__AG100__XI010__BO200,60000,0.3,1.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H60000__DX030__AG100__XI010__BO300,60000,0.3,1.0,0.1,3.0,22,20,0.9090909090909091,20,0.9090909090909091,12,8,0.4,True
H60000__DX030__AG100__XI025__BO200,60000,0.3,1.0,0.25,2.0,22,22,1.0,22,1.0,16,6,0.2727272727272727,True
H60000__DX030__AG100__XI025__BO300,60000,0.3,1.0,0.25,3.0,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H60000__DX030__AG100__XI050__BO200,60000,0.3,1.0,0.5,2.0,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H60000__DX030__AG100__XI050__BO300,60000,0.3,1.0,0.5,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H60000__DX030__AG100__XI075__BO200,60000,0.3,1.0,0.75,2.0,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H60000__DX030__AG100__XI075__BO300,60000,0.3,1.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H60000__DX030__AG100__XI100__BO200,60000,0.3,1.0,1.0,2.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H60000__DX030__AG100__XI100__BO300,60000,0.3,1.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H60000__DX030__AG200__XI010__BO200,60000,0.3,2.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H60000__DX030__AG200__XI010__BO300,60000,0.3,2.0,0.1,3.0,22,18,0.8181818181818182,18,0.8181818181818182,13,5,0.2777777777777778,True
H60000__DX030__AG200__XI025__BO200,60000,0.3,2.0,0.25,2.0,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX030__AG200__XI025__BO300,60000,0.3,2.0,0.25,3.0,22,19,0.8636363636363636,19,0.8636363636363636,13,6,0.3157894736842105,True
H60000__DX030__AG200__XI050__BO200,60000,0.3,2.0,0.5,2.0,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H60000__DX030__AG200__XI050__BO300,60000,0.3,2.0,0.5,3.0,22,21,0.9545454545454546,21,0.9545454545454546,14,7,0.3333333333333333,True
H60000__DX030__AG200__XI075__BO200,60000,0.3,2.0,0.75,2.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H60000__DX030__AG200__XI075__BO300,60000,0.3,2.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H60000__DX030__AG200__XI100__BO200,60000,0.3,2.0,1.0,2.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H60000__DX030__AG200__XI100__BO300,60000,0.3,2.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H60000__DX030__AG300__XI010__BO200,60000,0.3,3.0,0.1,2.0,22,18,0.8181818181818182,18,0.8181818181818182,13,5,0.2777777777777778,True
H60000__DX030__AG300__XI010__BO300,60000,0.3,3.0,0.1,3.0,22,16,0.7272727272727273,16,0.7272727272727273,10,6,0.375,True
H60000__DX030__AG300__XI025__BO200,60000,0.3,3.0,0.25,2.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H60000__DX030__AG300__XI025__BO300,60000,0.3,3.0,0.25,3.0,22,17,0.7727272727272727,17,0.7727272727272727,12,5,0.29411764705882354,True
H60000__DX030__AG300__XI050__BO200,60000,0.3,3.0,0.5,2.0,22,22,1.0,22,1.0,16,6,0.2727272727272727,True
H60000__DX030__AG300__XI050__BO300,60000,0.3,3.0,0.5,3.0,22,19,0.8636363636363636,19,0.8636363636363636,12,7,0.3684210526315789,True
H60000__DX030__AG300__XI075__BO200,60000,0.3,3.0,0.75,2.0,22,22,1.0,22,1.0,16,6,0.2727272727272727,True
H60000__DX030__AG300__XI075__BO300,60000,0.3,3.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H60000__DX030__AG300__XI100__BO200,60000,0.3,3.0,1.0,2.0,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX030__AG300__XI100__BO300,60000,0.3,3.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H60000__DX030__AG500__XI010__BO200,60000,0.3,5.0,0.1,2.0,22,14,0.6363636363636364,14,0.6363636363636364,10,4,0.2857142857142857,False
H60000__DX030__AG500__XI010__BO300,60000,0.3,5.0,0.1,3.0,22,12,0.5454545454545454,12,0.5454545454545454,9,3,0.25,False
H60000__DX030__AG500__XI025__BO200,60000,0.3,5.0,0.25,2.0,22,15,0.6818181818181818,15,0.6818181818181818,10,5,0.3333333333333333,True
H60000__DX030__AG500__XI025__BO300,60000,0.3,5.0,0.25,3.0,22,13,0.5909090909090909,13,0.5909090909090909,9,4,0.3076923076923077,False
H60000__DX030__AG500__XI050__BO200,60000,0.3,5.0,0.5,2.0,22,18,0.8181818181818182,18,0.8181818181818182,10,8,0.4444444444444444,True
H60000__DX030__AG500__XI050__BO300,60000,0.3,5.0,0.5,3.0,22,15,0.6818181818181818,15,0.6818181818181818,10,5,0.3333333333333333,True
H60000__DX030__AG500__XI075__BO200,60000,0.3,5.0,0.75,2.0,22,20,0.9090909090909091,20,0.9090909090909091,13,7,0.35,True
H60000__DX030__AG500__XI075__BO300,60000,0.3,5.0,0.75,3.0,22,17,0.7727272727272727,17,0.7727272727272727,10,7,0.4117647058823529,True
H60000__DX030__AG500__XI100__BO200,60000,0.3,5.0,1.0,2.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H60000__DX030__AG500__XI100__BO300,60000,0.3,5.0,1.0,3.0,22,20,0.9090909090909091,20,0.9090909090909091,12,8,0.4,True
H60000__DX030__AG750__XI010__BO200,60000,0.3,7.5,0.1,2.0,22,8,0.36363636363636365,8,0.36363636363636365,7,1,0.125,False
H60000__DX030__AG750__XI010__BO300,60000,0.3,7.5,0.1,3.0,22,8,0.36363636363636365,8,0.36363636363636365,7,1,0.125,False
H60000__DX030__AG750__XI025__BO200,60000,0.3,7.5,0.25,2.0,22,11,0.5,11,0.5,10,1,0.09090909090909091,False
H60000__DX030__AG750__XI025__BO300,60000,0.3,7.5,0.25,3.0,22,9,0.4090909090909091,9,0.4090909090909091,8,1,0.1111111111111111,False
H60000__DX030__AG750__XI050__BO200,60000,0.3,7.5,0.5,2.0,22,13,0.5909090909090909,13,0.5909090909090909,9,4,0.3076923076923077,False
H60000__DX030__AG750__XI050__BO300,60000,0.3,7.5,0.5,3.0,22,11,0.5,11,0.5,9,2,0.18181818181818182,False
H60000__DX030__AG750__XI075__BO200,60000,0.3,7.5,0.75,2.0,22,14,0.6363636363636364,14,0.6363636363636364,8,6,0.42857142857142855,False
H60000__DX030__AG750__XI075__BO300,60000,0.3,7.5,0.75,3.0,22,12,0.5454545454545454,12,0.5454545454545454,9,3,0.25,False
H60000__DX030__AG750__XI100__BO200,60000,0.3,7.5,1.0,2.0,22,15,0.6818181818181818,15,0.6818181818181818,10,5,0.3333333333333333,True
H60000__DX030__AG750__XI100__BO300,60000,0.3,7.5,1.0,3.0,22,13,0.5909090909090909,13,0.5909090909090909,8,5,0.38461538461538464,False
H60000__DX050__AG100__XI010__BO200,60000,0.5,1.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H60000__DX050__AG100__XI010__BO300,60000,0.5,1.0,0.1,3.0,22,20,0.9090909090909091,20,0.9090909090909091,14,6,0.3,True
H60000__DX050__AG100__XI025__BO200,60000,0.5,1.0,0.25,2.0,22,22,1.0,22,1.0,16,6,0.2727272727272727,True
H60000__DX050__AG100__XI025__BO300,60000,0.5,1.0,0.25,3.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H60000__DX050__AG100__XI050__BO200,60000,0.5,1.0,0.5,2.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H60000__DX050__AG100__XI050__BO300,60000,0.5,1.0,0.5,3.0,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H60000__DX050__AG100__XI075__BO200,60000,0.5,1.0,0.75,2.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H60000__DX050__AG100__XI075__BO300,60000,0.5,1.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,8,13,0.38095238095238093,True
H60000__DX050__AG100__XI100__BO200,60000,0.5,1.0,1.0,2.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H60000__DX050__AG100__XI100__BO300,60000,0.5,1.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H60000__DX050__AG200__XI010__BO200,60000,0.5,2.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,14,7,0.3333333333333333,True
H60000__DX050__AG200__XI010__BO300,60000,0.5,2.0,0.1,3.0,22,18,0.8181818181818182,18,0.8181818181818182,14,4,0.2222222222222222,True
H60000__DX050__AG200__XI025__BO200,60000,0.5,2.0,0.25,2.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H60000__DX050__AG200__XI025__BO300,60000,0.5,2.0,0.25,3.0,22,19,0.8636363636363636,19,0.8636363636363636,12,7,0.3684210526315789,True
H60000__DX050__AG200__XI050__BO200,60000,0.5,2.0,0.5,2.0,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H60000__DX050__AG200__XI050__BO300,60000,0.5,2.0,0.5,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H60000__DX050__AG200__XI075__BO200,60000,0.5,2.0,0.75,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H60000__DX050__AG200__XI075__BO300,60000,0.5,2.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H60000__DX050__AG200__XI100__BO200,60000,0.5,2.0,1.0,2.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H60000__DX050__AG200__XI100__BO300,60000,0.5,2.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H60000__DX050__AG300__XI010__BO200,60000,0.5,3.0,0.1,2.0,22,18,0.8181818181818182,18,0.8181818181818182,13,5,0.2777777777777778,True
H60000__DX050__AG300__XI010__BO300,60000,0.5,3.0,0.1,3.0,22,16,0.7272727272727273,16,0.7272727272727273,11,5,0.3125,True
H60000__DX050__AG300__XI025__BO200,60000,0.5,3.0,0.25,2.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H60000__DX050__AG300__XI025__BO300,60000,0.5,3.0,0.25,3.0,22,17,0.7727272727272727,17,0.7727272727272727,12,5,0.29411764705882354,True
H60000__DX050__AG300__XI050__BO200,60000,0.5,3.0,0.5,2.0,22,22,1.0,22,1.0,16,6,0.2727272727272727,True
H60000__DX050__AG300__XI050__BO300,60000,0.5,3.0,0.5,3.0,22,19,0.8636363636363636,19,0.8636363636363636,12,7,0.3684210526315789,True
H60000__DX050__AG300__XI075__BO200,60000,0.5,3.0,0.75,2.0,22,22,1.0,22,1.0,16,6,0.2727272727272727,True
H60000__DX050__AG300__XI075__BO300,60000,0.5,3.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,11,10,0.47619047619047616,True
H60000__DX050__AG300__XI100__BO200,60000,0.5,3.0,1.0,2.0,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H60000__DX050__AG300__XI100__BO300,60000,0.5,3.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H60000__DX050__AG500__XI010__BO200,60000,0.5,5.0,0.1,2.0,22,14,0.6363636363636364,14,0.6363636363636364,10,4,0.2857142857142857,False
H60000__DX050__AG500__XI010__BO300,60000,0.5,5.0,0.1,3.0,22,12,0.5454545454545454,12,0.5454545454545454,9,3,0.25,False
H60000__DX050__AG500__XI025__BO200,60000,0.5,5.0,0.25,2.0,22,15,0.6818181818181818,15,0.6818181818181818,10,5,0.3333333333333333,True
H60000__DX050__AG500__XI025__BO300,60000,0.5,5.0,0.25,3.0,22,13,0.5909090909090909,13,0.5909090909090909,9,4,0.3076923076923077,False
H60000__DX050__AG500__XI050__BO200,60000,0.5,5.0,0.5,2.0,22,18,0.8181818181818182,18,0.8181818181818182,10,8,0.4444444444444444,True
H60000__DX050__AG500__XI050__BO300,60000,0.5,5.0,0.5,3.0,22,15,0.6818181818181818,15,0.6818181818181818,10,5,0.3333333333333333,True
H60000__DX050__AG500__XI075__BO200,60000,0.5,5.0,0.75,2.0,22,20,0.9090909090909091,20,0.9090909090909091,13,7,0.35,True
