regime_episode_id,regime,start_time,end_time,h4_bars,duration_hours,median_adx,median_er
196,TRANSITION_UNKNOWN,2018-02-19 00:00:00+00:00,2018-02-21 00:00:00+00:00,13,52.0,24.75397837678267,0.268445839874414
197,TREND_DOWN,2018-02-21 04:00:00+00:00,2018-02-22 16:00:00+00:00,10,40.0,31.109065945698386,0.4923732835812789
198,TRANSITION_UNKNOWN,2018-02-22 20:00:00+00:00,2018-02-26 16:00:00+00:00,13,52.0,25.231006710108296,0.29572271386430976
199,BALANCED_RANGE,2018-02-26 20:00:00+00:00,2018-02-28 08:00:00+00:00,10,40.0,19.576780983650004,0.09403918504817425
200,TRANSITION_UNKNOWN,2018-02-28 12:00:00+00:00,2018-03-05 00:00:00+00:00,17,68.0,27.32134654433535,0.1986511342734545
201,BALANCED_RANGE,2018-03-05 04:00:00+00:00,2018-03-06 16:00:00+00:00,10,40.0,17.848747752351397,0.10309523369880469
202,TRANSITION_UNKNOWN,2018-03-06 20:00:00+00:00,2018-03-07 16:00:00+00:00,6,24.0,20.621119468514564,0.3148101358356693
203,BALANCED_RANGE,2018-03-07 20:00:00+00:00,2018-03-08 00:00:00+00:00,2,8.0,18.288107629584005,0.14174933531547595
204,TRANSITION_UNKNOWN,2018-03-08 04:00:00+00:00,2018-03-08 08:00:00+00:00,2,8.0,16.428222108624787,0.11861264221375589
205,BALANCED_RANGE,2018-03-08 12:00:00+00:00,2018-03-12 12:00:00+00:00,14,56.0,16.68060905325553,0.07523001781967925
206,TRANSITION_UNKNOWN,2018-03-12 16:00:00+00:00,2018-03-13 16:00:00+00:00,7,28.0,24.429665191584114,0.26754913758523513
207,BALANCED_RANGE,2018-03-13 20:00:00+00:00,2018-03-15 00:00:00+00:00,8,32.0,17.734302532908433,0.03683911485310603
208,TRANSITION_UNKNOWN,2018-03-15 04:00:00+00:00,2018-03-15 08:00:00+00:00,2,8.0,14.603981109569954,0.1327824744954058
209,BALANCED_RANGE,2018-03-15 12:00:00+00:00,2018-03-16 04:00:00+00:00,5,20.0,18.49671829501736,0.1306177089309595
210,COMPRESSION,2018-03-16 08:00:00+00:00,2018-03-16 20:00:00+00:00,4,16.0,22.35094743428234,0.06420875075266487
211,TRANSITION_UNKNOWN,2018-03-19 00:00:00+00:00,2018-03-23 00:00:00+00:00,25,100.0,26.239152556278242,0.26301591583490574
212,TREND_UP,2018-03-23 04:00:00+00:00,2018-03-27 12:00:00+00:00,15,60.0,34.99898029743724,0.48049250852988934
213,TRANSITION_UNKNOWN,2018-03-27 16:00:00+00:00,2018-04-04 04:00:00+00:00,29,116.0,28.705982762105645,0.20432127759511254
214,BALANCED_RANGE,2018-04-04 08:00:00+00:00,2018-04-11 00:00:00+00:00,30,120.0,15.066970441022162,0.08355068936676568
215,TRANSITION_UNKNOWN,2018-04-11 04:00:00+00:00,2018-04-11 16:00:00+00:00,4,16.0,11.366586979431327,0.3648315790983701
216,UNSAFE_SHOCK,2018-04-11 20:00:00+00:00,2018-04-12 00:00:00+00:00,2,8.0,19.301340087637108,0.29649452614260613
217,TRANSITION_UNKNOWN,2018-04-12 04:00:00+00:00,2018-04-12 16:00:00+00:00,4,16.0,23.054083868116,0.28580487311014746
218,BALANCED_RANGE,2018-04-12 20:00:00+00:00,2018-04-13 12:00:00+00:00,5,20.0,18.465962050349862,0.08690079466803592
219,UNSAFE_SHOCK,2018-04-13 16:00:00+00:00,2018-04-13 20:00:00+00:00,2,8.0,15.549399476627325,0.11550186736437737
220,BALANCED_RANGE,2018-04-14 00:00:00+00:00,2018-04-18 12:00:00+00:00,17,68.0,11.193038386458724,0.08091085271317845
221,TRANSITION_UNKNOWN,2018-04-18 16:00:00+00:00,2018-04-19 12:00:00+00:00,6,24.0,10.787197774101589,0.20734180405702138
222,BALANCED_RANGE,2018-04-19 16:00:00+00:00,2018-04-20 20:00:00+00:00,8,32.0,12.229963606912397,0.06240095715246955
223,TRANSITION_UNKNOWN,2018-04-21 00:00:00+00:00,2018-04-24 08:00:00+00:00,10,40.0,27.283832314658483,0.32615037526006885
224,TREND_DOWN,2018-04-24 12:00:00+00:00,2018-04-24 16:00:00+00:00,2,8.0,35.131292418207465,0.40661387052022296
225,TRANSITION_UNKNOWN,2018-04-24 20:00:00+00:00,2018-04-25 04:00:00+00:00,3,12.0,32.45953933829772,0.38596157504279816
226,TREND_DOWN,2018-04-25 08:00:00+00:00,2018-04-26 04:00:00+00:00,6,24.0,34.524809412650036,0.431698592703001
227,TRANSITION_UNKNOWN,2018-04-26 08:00:00+00:00,2018-05-01 16:00:00+00:00,22,88.0,32.29392627017876,0.3216780985874296
228,TREND_DOWN,2018-05-01 20:00:00+00:00,2018-05-02 04:00:00+00:00,3,12.0,35.37240428756529,0.43298969072165183
229,TRANSITION_UNKNOWN,2018-05-02 08:00:00+00:00,2018-05-04 08:00:00+00:00,13,52.0,29.93736904309227,0.1903738719381225
230,BALANCED_RANGE,2018-05-04 12:00:00+00:00,2018-05-07 08:00:00+00:00,7,28.0,19.578607263277966,0.04703726328650331
231,COMPRESSION,2018-05-07 12:00:00+00:00,2018-05-09 00:00:00+00:00,10,40.0,16.70018604990286,0.10820743199383831
232,BALANCED_RANGE,2018-05-09 04:00:00+00:00,2018-05-11 08:00:00+00:00,14,56.0,13.865495359885267,0.056534973785680925
233,TRANSITION_UNKNOWN,2018-05-11 12:00:00+00:00,2018-05-11 20:00:00+00:00,3,12.0,16.112897895779994,0.13502606356146007
234,BALANCED_RANGE,2018-05-12 00:00:00+00:00,2018-05-14 08:00:00+00:00,4,16.0,15.044447207067744,0.12079940915266756
235,TRANSITION_UNKNOWN,2018-05-14 12:00:00+00:00,2018-05-14 16:00:00+00:00,2,8.0,14.352308217496716,0.11649128064552154
236,BALANCED_RANGE,2018-05-14 20:00:00+00:00,2018-05-15 16:00:00+00:00,6,24.0,14.247737331155433,0.092195645279209
237,TRANSITION_UNKNOWN,2018-05-15 20:00:00+00:00,2018-05-16 08:00:00+00:00,4,16.0,26.16269330110794,0.3365546758570531
238,TREND_DOWN,2018-05-16 12:00:00+00:00,2018-05-21 12:00:00+00:00,20,80.0,35.65412138103566,0.5027551709509059
239,TRANSITION_UNKNOWN,2018-05-21 16:00:00+00:00,2018-05-23 16:00:00+00:00,13,52.0,28.116873702584016,0.06275579809004167
240,BALANCED_RANGE,2018-05-23 20:00:00+00:00,2018-05-24 00:00:00+00:00,2,8.0,21.043445386520744,0.10091187443022193
241,COMPRESSION,2018-05-24 04:00:00+00:00,2018-05-24 16:00:00+00:00,4,16.0,18.241911257941823,0.13068910134232095
242,TRANSITION_UNKNOWN,2018-05-24 20:00:00+00:00,2018-05-28 04:00:00+00:00,10,40.0,19.23661041346742,0.2372482933947213
243,BALANCED_RANGE,2018-05-28 08:00:00+00:00,2018-05-29 12:00:00+00:00,8,32.0,13.090070006823625,0.13442677918447354
244,TRANSITION_UNKNOWN,2018-05-29 16:00:00+00:00,2018-05-29 20:00:00+00:00,2,8.0,12.255665779028616,0.22682736067738352
245,BALANCED_RANGE,2018-05-30 00:00:00+00:00,2018-05-31 00:00:00+00:00,7,28.0,10.866531402584712,0.07547723935388957
246,COMPRESSION,2018-05-31 04:00:00+00:00,2018-06-01 16:00:00+00:00,10,40.0,11.672847371921097,0.029121805681675016
247,BALANCED_RANGE,2018-06-01 20:00:00+00:00,2018-06-04 20:00:00+00:00,8,32.0,19.563597397675323,0.137238394498132
248,TRANSITION_UNKNOWN,2018-06-05 00:00:00+00:00,2018-06-05 04:00:00+00:00,2,8.0,20.86928846941899,0.1748692139632423
249,BALANCED_RANGE,2018-06-05 08:00:00+00:00,2018-06-06 04:00:00+00:00,6,24.0,19.933231921807433,0.1560432899991115
250,TRANSITION_UNKNOWN,2018-06-06 08:00:00+00:00,2018-06-06 12:00:00+00:00,2,8.0,20.276135004028916,0.16234176127114236
251,COMPRESSION,2018-06-06 16:00:00+00:00,2018-06-08 00:00:00+00:00,9,36.0,20.152024452255482,0.09261363636363598
252,TRANSITION_UNKNOWN,2018-06-08 04:00:00+00:00,2018-06-08 08:00:00+00:00,2,8.0,23.39365421360351,0.12155791948600775
253,BALANCED_RANGE,2018-06-08 12:00:00+00:00,2018-06-08 16:00:00+00:00,2,8.0,21.764151200466017,0.10146128116802655
254,COMPRESSION,2018-06-08 20:00:00+00:00,2018-06-09 00:00:00+00:00,2,8.0,20.379260173188797,0.2432877644013121
255,TRANSITION_UNKNOWN,2018-06-11 00:00:00+00:00,2018-06-11 08:00:00+00:00,3,12.0,19.78840161291657,0.25538678912044727
256,COMPRESSION,2018-06-11 12:00:00+00:00,2018-06-14 16:00:00+00:00,20,80.0,15.778234266973408,0.09015172261459098
257,BALANCED_RANGE,2018-06-14 20:00:00+00:00,2018-06-15 16:00:00+00:00,6,24.0,18.654399214393127,0.10708250766257366
258,TRANSITION_UNKNOWN,2018-06-15 20:00:00+00:00,2018-06-19 12:00:00+00:00,12,48.0,28.96508491266283,0.3738232933139378
259,TREND_DOWN,2018-06-19 16:00:00+00:00,2018-06-21 12:00:00+00:00,12,48.0,36.64836588784557,0.5279414673756002
260,TRANSITION_UNKNOWN,2018-06-21 16:00:00+00:00,2018-06-28 20:00:00+00:00,33,132.0,36.56763486817113,0.28657074340527305
261,TREND_DOWN,2018-06-29 00:00:00+00:00,2018-06-29 04:00:00+00:00,2,8.0,45.59429989634346,0.4025723311557614
262,TRANSITION_UNKNOWN,2018-06-29 08:00:00+00:00,2018-07-11 00:00:00+00:00,49,196.0,27.944173215022435,0.14153627311522168
263,BALANCED_RANGE,2018-07-11 04:00:00+00:00,2018-07-11 12:00:00+00:00,3,12.0,22.488241330817292,0.04485200653713473
264,TRANSITION_UNKNOWN,2018-07-11 16:00:00+00:00,2018-07-19 12:00:00+00:00,37,148.0,28.563761812472723,0.2827718960539
265,TREND_DOWN,2018-07-19 16:00:00+00:00,2018-07-19 20:00:00+00:00,2,8.0,42.03439224080617,0.39423746081826366
266,TRANSITION_UNKNOWN,2018-07-20 00:00:00+00:00,2018-07-26 04:00:00+00:00,27,108.0,24.726173776348908,0.1337448559670789
267,BALANCED_RANGE,2018-07-26 08:00:00+00:00,2018-07-26 20:00:00+00:00,4,16.0,17.026500263609748,0.0734620320005426
268,TRANSITION_UNKNOWN,2018-07-27 00:00:00+00:00,2018-07-27 16:00:00+00:00,5,20.0,14.58589533560615,0.16374831633634762
269,BALANCED_RANGE,2018-07-27 20:00:00+00:00,2018-07-31 08:00:00+00:00,11,44.0,13.605016407943797,0.0437147853118323
270,TRANSITION_UNKNOWN,2018-07-31 12:00:00+00:00,2018-08-01 04:00:00+00:00,5,20.0,13.41471724355746,0.16670126634834956
271,BALANCED_RANGE,2018-08-01 08:00:00+00:00,2018-08-01 12:00:00+00:00,2,8.0,11.829754999725811,0.1176071552642885
272,COMPRESSION,2018-08-01 16:00:00+00:00,2018-08-02 16:00:00+00:00,7,28.0,11.041792429213006,0.12714345462149654
273,TRANSITION_UNKNOWN,2018-08-02 20:00:00+00:00,2018-08-03 16:00:00+00:00,6,24.0,15.333694095543198,0.30027062621460754
274,BALANCED_RANGE,2018-08-03 20:00:00+00:00,2018-08-06 08:00:00+00:00,5,20.0,15.510012667635275,0.13295198474605868
275,TRANSITION_UNKNOWN,2018-08-06 12:00:00+00:00,2018-08-07 12:00:00+00:00,7,28.0,12.3521151127942,0.216287504121334
276,BALANCED_RANGE,2018-08-07 16:00:00+00:00,2018-08-08 00:00:00+00:00,3,12.0,12.882586135630302,0.11421763304209573
277,COMPRESSION,2018-08-08 04:00:00+00:00,2018-08-08 16:00:00+00:00,4,16.0,13.246027266743383,0.038571608880142945
278,BALANCED_RANGE,2018-08-08 20:00:00+00:00,2018-08-09 00:00:00+00:00,2,8.0,11.441368275678938,0.08591628739254017
279,COMPRESSION,2018-08-09 04:00:00+00:00,2018-08-09 08:00:00+00:00,2,8.0,10.848454485785167,0.08642909515259002
280,BALANCED_RANGE,2018-08-09 12:00:00+00:00,2018-08-10 00:00:00+00:00,4,16.0,11.568217010493601,0.038859781514136965
281,COMPRESSION,2018-08-10 04:00:00+00:00,2018-08-10 12:00:00+00:00,3,12.0,11.63838872844717,0.08115823817292125
282,BALANCED_RANGE,2018-08-10 16:00:00+00:00,2018-08-11 00:00:00+00:00,3,12.0,10.54705102884146,0.06040564373897741
283,COMPRESSION,2018-08-13 00:00:00+00:00,2018-08-13 12:00:00+00:00,4,16.0,10.52798677430421,0.1394645260935539
284,TRANSITION_UNKNOWN,2018-08-13 16:00:00+00:00,2018-08-15 00:00:00+00:00,9,36.0,22.50596660029796,0.37298964529632883
285,TREND_DOWN,2018-08-15 04:00:00+00:00,2018-08-17 16:00:00+00:00,16,64.0,40.93279217506968,0.5771143915316335
286,TRANSITION_UNKNOWN,2018-08-17 20:00:00+00:00,2018-08-23 16:00:00+00:00,25,100.0,22.663983557543858,0.22711336190105175
287,BALANCED_RANGE,2018-08-23 20:00:00+00:00,2018-08-24 16:00:00+00:00,6,24.0,16.683435117499155,0.02233814232841031
288,TRANSITION_UNKNOWN,2018-08-24 20:00:00+00:00,2018-08-30 16:00:00+00:00,25,100.0,22.99627449051306,0.22539294979399077
289,BALANCED_RANGE,2018-08-30 20:00:00+00:00,2018-08-31 16:00:00+00:00,6,24.0,16.850290200278664,0.09992339311338458
290,TRANSITION_UNKNOWN,2018-08-31 20:00:00+00:00,2018-09-03 20:00:00+00:00,8,32.0,13.192286304541387,0.1782385442902053
291,COMPRESSION,2018-09-04 00:00:00+00:00,2018-09-04 12:00:00+00:00,4,16.0,12.351604384930829,0.11196980893293251
292,TRANSITION_UNKNOWN,2018-09-04 16:00:00+00:00,2018-09-05 12:00:00+00:00,6,24.0,21.108740435112722,0.24143994600117152
293,BALANCED_RANGE,2018-09-05 16:00:00+00:00,2018-09-14 04:00:00+00:00,41,164.0,17.8115961764915,0.08709597828769361
294,TRANSITION_UNKNOWN,2018-09-14 08:00:00+00:00,2018-09-14 16:00:00+00:00,3,12.0,21.34168162142901,0.25531458020184306
295,BALANCED_RANGE,2018-09-14 20:00:00+00:00,2018-09-20 04:00:00+00:00,22,88.0,17.103434157509987,0.04902856281913228
296,TRANSITION_UNKNOWN,2018-09-20 08:00:00+00:00,2018-09-25 12:00:00+00:00,21,84.0,28.452329902911618,0.07397383852052275
297,BALANCED_RANGE,2018-09-25 16:00:00+00:00,2018-09-26 12:00:00+00:00,6,24.0,17.563835190974665,0.07728022630163137
298,TRANSITION_UNKNOWN,2018-09-26 16:00:00+00:00,2018-10-02 08:00:00+00:00,24,96.0,27.18673751524559,0.2683959899035328
299,BALANCED_RANGE,2018-10-02 12:00:00+00:00,2018-10-03 00:00:00+00:00,4,16.0,22.557586201940914,0.11601150384296086
300,TRANSITION_UNKNOWN,2018-10-03 04:00:00+00:00,2018-10-08 04:00:00+00:00,20,80.0,19.324827078090735,0.24421194171109156
301,BALANCED_RANGE,2018-10-08 08:00:00+00:00,2018-10-08 16:00:00+00:00,3,12.0,18.32020763608276,0.2401103955841778
302,TRANSITION_UNKNOWN,2018-10-08 20:00:00+00:00,2018-10-11 12:00:00+00:00,17,68.0,26.118949975233246,0.20750782064650555
303,UNSAFE_SHOCK,2018-10-11 16:00:00+00:00,2018-10-16 04:00:00+00:00,17,68.0,33.8748664992841,0.4639538609420024
304,TREND_UP,2018-10-16 08:00:00+00:00,2018-10-17 04:00:00+00:00,6,24.0,42.68012965693461,0.5164253089023386
305,TRANSITION_UNKNOWN,2018-10-17 08:00:00+00:00,2018-10-26 00:00:00+00:00,42,168.0,29.588560912748186,0.0903286686131735
306,BALANCED_RANGE,2018-10-26 04:00:00+00:00,2018-10-26 08:00:00+00:00,2,8.0,20.846466285836335,0.1327087789267145
307,TRANSITION_UNKNOWN,2018-10-26 12:00:00+00:00,2018-10-26 16:00:00+00:00,2,8.0,21.748311569701084,0.27624457336308716
308,UNSAFE_SHOCK,2018-10-26 20:00:00+00:00,2018-10-27 00:00:00+00:00,2,8.0,23.676961363697483,0.17749677736944136
309,TRANSITION_UNKNOWN,2018-10-29 00:00:00+00:00,2018-10-29 16:00:00+00:00,5,20.0,24.047139955942804,0.06399848971115564
310,BALANCED_RANGE,2018-10-29 20:00:00+00:00,2018-10-30 16:00:00+00:00,6,24.0,19.57163810183976,0.06986686223849109
311,TRANSITION_UNKNOWN,2018-10-30 20:00:00+00:00,2018-11-05 16:00:00+00:00,24,96.0,26.622437973443233,0.15628702104729508
312,BALANCED_RANGE,2018-11-05 20:00:00+00:00,2018-11-06 00:00:00+00:00,2,8.0,19.683913306899584,0.19102795734887407
313,TRANSITION_UNKNOWN,2018-11-06 04:00:00+00:00,2018-11-07 08:00:00+00:00,8,32.0,17.077996374174635,0.24598989888042422
314,BALANCED_RANGE,2018-11-07 12:00:00+00:00,2018-11-07 12:00:00+00:00,1,4.0,14.997455288607458,0.06606741573033831
315,UNSAFE_SHOCK,2018-11-07 16:00:00+00:00,2018-11-07 20:00:00+00:00,2,8.0,14.529904582409142,0.15285118712387646
316,BALANCED_RANGE,2018-11-08 00:00:00+00:00,2018-11-08 04:00:00+00:00,2,8.0,14.561910152100385,0.18759837276031482
317,TRANSITION_UNKNOWN,2018-11-08 08:00:00+00:00,2018-11-08 12:00:00+00:00,2,8.0,15.591765102677424,0.18168699036937608
318,BALANCED_RANGE,2018-11-08 16:00:00+00:00,2018-11-08 20:00:00+00:00,2,8.0,16.9888929594971,0.19438917216990648
319,TRANSITION_UNKNOWN,2018-11-09 00:00:00+00:00,2018-11-09 12:00:00+00:00,4,16.0,19.65714243160314,0.25309105490086015
320,UNSAFE_SHOCK,2018-11-09 16:00:00+00:00,2018-11-09 20:00:00+00:00,2,8.0,25.29081312691552,0.3736458212732181
321,TRANSITION_UNKNOWN,2018-11-10 00:00:00+00:00,2018-11-12 04:00:00+00:00,3,12.0,30.339056647681733,0.35653937140926456
322,TREND_DOWN,2018-11-12 08:00:00+00:00,2018-11-14 20:00:00+00:00,16,64.0,44.43871404372598,0.4842199485182931
323,TRANSITION_UNKNOWN,2018-11-15 00:00:00+00:00,2018-11-19 00:00:00+00:00,14,56.0,27.260921673725136,0.15704200382736352
324,TREND_UP,2018-11-19 04:00:00+00:00,2018-11-20 16:00:00+00:00,10,40.0,27.246903329597544,0.4844079534404585
325,TRANSITION_UNKNOWN,2018-11-20 20:00:00+00:00,2018-12-01 00:00:00+00:00,50,200.0,30.544559082401687,0.10821470771243838
326,BALANCED_RANGE,2018-12-03 00:00:00+00:00,2018-12-03 08:00:00+00:00,3,12.0,20.68121191398631,0.09356860924077133
327,TRANSITION_UNKNOWN,2018-12-03 12:00:00+00:00,2018-12-04 04:00:00+00:00,5,20.0,24.536180151840686,0.44151345590194907
328,TREND_UP,2018-12-04 08:00:00+00:00,2018-12-04 20:00:00+00:00,4,16.0,32.72914915576081,0.4562920271603518
329,TRANSITION_UNKNOWN,2018-12-05 00:00:00+00:00,2018-12-07 20:00:00+00:00,18,72.0,36.6004154794015,0.30759088728455153
330,TREND_UP,2018-12-08 00:00:00+00:00,2018-12-10 00:00:00+00:00,2,8.0,44.28606414323618,0.3774216144787967
331,TRANSITION_UNKNOWN,2018-12-10 04:00:00+00:00,2018-12-14 00:00:00+00:00,24,96.0,35.31942176411851,0.20630997619385522
332,COMPRESSION,2018-12-14 04:00:00+00:00,2018-12-14 12:00:00+00:00,3,12.0,20.729811115287053,0.27857631759069446
333,TRANSITION_UNKNOWN,2018-12-14 16:00:00+00:00,2018-12-20 00:00:00+00:00,22,88.0,24.970441018830563,0.1492952078234252
334,BALANCED_RANGE,2018-12-20 04:00:00+00:00,2018-12-20 08:00:00+00:00,2,8.0,21.479614695828612,0.17513334559899008
335,TRANSITION_UNKNOWN,2018-12-20 12:00:00+00:00,2018-12-26 16:00:00+00:00,20,80.0,33.96932814542289,0.28768114158377733
336,UNSAFE_SHOCK,2018-12-26 20:00:00+00:00,2018-12-27 04:00:00+00:00,3,12.0,40.349705441888645,0.3926903880212577
337,TRANSITION_UNKNOWN,2018-12-27 08:00:00+00:00,2018-12-28 16:00:00+00:00,9,36.0,37.7793609370657,0.32845894263216974
338,TREND_UP,2018-12-28 20:00:00+00:00,2018-12-31 00:00:00+00:00,3,12.0,40.56033418425444,0.47527632344385895
339,TRANSITION_UNKNOWN,2018-12-31 04:00:00+00:00,2019-01-03 04:00:00+00:00,12,48.0,39.713754700638106,0.30556310461183406
340,TREND_UP,2019-01-03 08:00:00+00:00,2019-01-03 12:00:00+00:00,2,8.0,36.45045147539602,0.396035061393975
341,TRANSITION_UNKNOWN,2019-01-03 16:00:00+00:00,2019-01-03 20:00:00+00:00,2,8.0,35.956507074585105,0.38935000407702247
342,TREND_UP,2019-01-04 00:00:00+00:00,2019-01-04 04:00:00+00:00,2,8.0,37.1201474863233,0.39985345954891993
343,TRANSITION_UNKNOWN,2019-01-04 08:00:00+00:00,2019-01-04 12:00:00+00:00,2,8.0,36.6970521804264,0.28131393339657806
344,UNSAFE_SHOCK,2019-01-04 16:00:00+00:00,2019-01-05 00:00:00+00:00,3,12.0,33.45620137281344,0.09154799334196508
345,TRANSITION_UNKNOWN,2019-01-07 00:00:00+00:00,2019-01-08 00:00:00+00:00,7,28.0,25.80737015155992,0.15460167333575842
346,BALANCED_RANGE,2019-01-08 04:00:00+00:00,2019-01-08 16:00:00+00:00,4,16.0,22.634735963906532,0.05073833538062955
347,TRANSITION_UNKNOWN,2019-01-08 20:00:00+00:00,2019-01-10 00:00:00+00:00,8,32.0,24.197688096597975,0.08780847511254926
348,BALANCED_RANGE,2019-01-10 04:00:00+00:00,2019-01-14 04:00:00+00:00,14,56.0,16.77464501939852,0.06086819324050277
349,TRANSITION_UNKNOWN,2019-01-14 08:00:00+00:00,2019-01-14 16:00:00+00:00,3,12.0,13.017979238338457,0.21497919556172435
350,BALANCED_RANGE,2019-01-14 20:00:00+00:00,2019-01-15 00:00:00+00:00,2,8.0,11.255891923553317,0.14349576891065496
351,TRANSITION_UNKNOWN,2019-01-15 04:00:00+00:00,2019-01-15 12:00:00+00:00,3,12.0,10.22947788673737,0.14053030303030634
352,COMPRESSION,2019-01-15 16:00:00+00:00,2019-01-18 20:00:00+00:00,20,80.0,8.959728912543255,0.10136817260738684
353,TRANSITION_UNKNOWN,2019-01-19 00:00:00+00:00,2019-01-26 00:00:00+00:00,32,128.0,28.10741347510944,0.17454986778627596
354,TREND_UP,2019-01-28 00:00:00+00:00,2019-01-28 04:00:00+00:00,2,8.0,32.60302482465516,0.42526968663184894
355,TRANSITION_UNKNOWN,2019-01-28 08:00:00+00:00,2019-01-29 08:00:00+00:00,7,28.0,36.36287643100424,0.3729986163273409
356,TREND_UP,2019-01-29 12:00:00+00:00,2019-02-01 16:00:00+00:00,20,80.0,47.625496557814245,0.553134713755447
357,TRANSITION_UNKNOWN,2019-02-01 20:00:00+00:00,2019-02-08 00:00:00+00:00,27,108.0,25.223248820821766,0.16231388821088438
358,BALANCED_RANGE,2019-02-08 04:00:00+00:00,2019-02-11 16:00:00+00:00,11,44.0,15.487033280098279,0.054248204111964606
359,COMPRESSION,2019-02-11 20:00:00+00:00,2019-02-13 16:00:00+00:00,12,48.0,15.77341099843581,0.09446889738574563
360,BALANCED_RANGE,2019-02-13 20:00:00+00:00,2019-02-14 08:00:00+00:00,4,16.0,11.450535377503748,0.061154687123047446
361,TRANSITION_UNKNOWN,2019-02-14 12:00:00+00:00,2019-02-14 16:00:00+00:00,2,8.0,10.956496411410154,0.11712800002442622
362,BALANCED_RANGE,2019-02-14 20:00:00+00:00,2019-02-15 20:00:00+00:00,7,28.0,11.705555193490955,0.09144136387118947
363,TRANSITION_UNKNOWN,2019-02-16 00:00:00+00:00,2019-02-19 16:00:00+00:00,12,48.0,20.42007774065302,0.2609246246056978
364,TREND_UP,2019-02-19 20:00:00+00:00,2019-02-21 08:00:00+00:00,10,40.0,37.44240244476821,0.6326366298110847
365,TRANSITION_UNKNOWN,2019-02-21 12:00:00+00:00,2019-02-22 12:00:00+00:00,7,28.0,32.02444608890534,0.05985251243354482
366,UNSAFE_SHOCK,2019-02-22 16:00:00+00:00,2019-02-23 00:00:00+00:00,3,12.0,26.440269486117185,0.03314755060134898
367,TRANSITION_UNKNOWN,2019-02-25 00:00:00+00:00,2019-02-25 04:00:00+00:00,2,8.0,22.529623922478077,0.06034780881025247
368,BALANCED_RANGE,2019-02-25 08:00:00+00:00,2019-02-25 16:00:00+00:00,3,12.0,19.753757685058545,0.12329666721392002
369,TRANSITION_UNKNOWN,2019-02-25 20:00:00+00:00,2019-02-27 16:00:00+00:00,12,48.0,13.704016060741008,0.20429863786919789
370,BALANCED_RANGE,2019-02-27 20:00:00+00:00,2019-02-28 16:00:00+00:00,6,24.0,19.193516624948522,0.12624514073489426
371,TRANSITION_UNKNOWN,2019-02-28 20:00:00+00:00,2019-03-01 08:00:00+00:00,4,16.0,23.48044706742605,0.34206473104469715
372,TREND_DOWN,2019-03-01 12:00:00+00:00,2019-03-01 12:00:00+00:00,1,4.0,27.079658266438297,0.4615680245964683
373,UNSAFE_SHOCK,2019-03-01 16:00:00+00:00,2019-03-05 04:00:00+00:00,11,44.0,38.783401125841905,0.5109391278464128
374,TREND_DOWN,2019-03-05 08:00:00+00:00,2019-03-05 16:00:00+00:00,3,12.0,47.764538883341544,0.470573051109967
375,UNSAFE_SHOCK,2019-03-05 20:00:00+00:00,2019-03-06 04:00:00+00:00,3,12.0,49.73045608406536,0.39598137711345344
376,TREND_DOWN,2019-03-06 08:00:00+00:00,2019-03-07 00:00:00+00:00,5,20.0,49.05553098546848,0.40295260295260593
377,TRANSITION_UNKNOWN,2019-03-07 04:00:00+00:00,2019-03-13 08:00:00+00:00,27,108.0,32.43481517008025,0.24644975732518642
378,TREND_UP,2019-03-13 12:00:00+00:00,2019-03-14 04:00:00+00:00,5,20.0,29.70750578822789,0.49224634470535805
379,TRANSITION_UNKNOWN,2019-03-14 08:00:00+00:00,2019-03-18 00:00:00+00:00,11,44.0,24.603009743461037,0.13360323886639652
380,BALANCED_RANGE,2019-03-18 04:00:00+00:00,2019-03-18 08:00:00+00:00,2,8.0,19.54152944447334,0.1290151936054065
381,TRANSITION_UNKNOWN,2019-03-18 12:00:00+00:00,2019-03-18 16:00:00+00:00,2,8.0,19.93138923043621,0.13907821211181895
382,BALANCED_RANGE,2019-03-18 20:00:00+00:00,2019-03-20 16:00:00+00:00,12,48.0,20.892983346421605,0.04818454717694244
383,UNSAFE_SHOCK,2019-03-20 20:00:00+00:00,2019-03-21 08:00:00+00:00,4,16.0,20.461360164424633,0.29478132735032436
384,TRANSITION_UNKNOWN,2019-03-21 12:00:00+00:00,2019-03-21 12:00:00+00:00,1,4.0,21.783556371160223,0.261327537201135
385,UNSAFE_SHOCK,2019-03-21 16:00:00+00:00,2019-03-22 20:00:00+00:00,8,32.0,19.02259648965847,0.11328942064327213
386,TRANSITION_UNKNOWN,2019-03-25 00:00:00+00:00,2019-03-26 20:00:00+00:00,12,48.0,17.445788710844198,0.19370901652500133
387,BALANCED_RANGE,2019-03-27 00:00:00+00:00,2019-03-28 12:00:00+00:00,10,40.0,14.872520824604457,0.06638790096719227
388,UNSAFE_SHOCK,2019-03-28 16:00:00+00:00,2019-03-29 00:00:00+00:00,3,12.0,22.855814510869592,0.4225296442687712
389,TREND_DOWN,2019-03-29 04:00:00+00:00,2019-03-29 12:00:00+00:00,3,12.0,29.5166725917541,0.509340449866563
390,UNSAFE_SHOCK,2019-03-29 16:00:00+00:00,2019-03-29 20:00:00+00:00,2,8.0,28.870174034375687,0.48016921123696144
391,TREND_DOWN,2019-04-01 00:00:00+00:00,2019-04-02 16:00:00+00:00,11,44.0,27.730148001318312,0.4456411982497473
