attempt_no,variant_id,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json
24298,120007696bbce26f,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_BALANCED,152,21,"{""body_min"":0.2,""current_z_max"":1.0,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""ALL"",""prior_z_min"":2.0,""require_confirmation"":false}"
24299,1247fe54e39c6ec4,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_EXTENDED,197,27,"{""body_min"":0.0,""current_z_max"":1.25,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL"",""prior_z_min"":2.0,""require_confirmation"":true}"
24300,1252efe09069ef1c,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_EXTENDED,477,51,"{""body_min"":0.0,""current_z_max"":0.75,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""prior_z_min"":1.0,""require_confirmation"":true}"
24301,126c0482b700ff84,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_BALANCED,639,87,"{""body_min"":0.2,""current_z_max"":1.25,""feature_key"":""H1_D2"",""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""prior_z_min"":1.25,""require_confirmation"":false}"
24302,12a9cb22860e9ed4,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_EXTENDED,361,40,"{""body_min"":0.4,""current_z_max"":1.25,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""prior_z_min"":1.5,""require_confirmation"":true}"
24303,12da73a6aef93ed8,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_FAST,947,106,"{""body_min"":0.2,""current_z_max"":1.0,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""prior_z_min"":1.0,""require_confirmation"":true}"
24304,1304294679d8d5f6,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_FAST,440,42,"{""body_min"":0.2,""current_z_max"":0.75,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""prior_z_min"":1.25,""require_confirmation"":true}"
24305,131b02b1ce8e886e,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_EXTENDED,763,90,"{""body_min"":0.2,""current_z_max"":1.0,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""prior_z_min"":1.25,""require_confirmation"":true}"
24306,1338df91d30b081f,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_FAST,1561,218,"{""body_min"":0.0,""current_z_max"":1.25,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""prior_z_min"":1.0,""require_confirmation"":false}"
24307,14070fe3437a7998,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_EXTENDED,373,42,"{""body_min"":0.0,""current_z_max"":0.5,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""prior_z_min"":1.25,""require_confirmation"":true}"
24308,140c25ce4db7c78a,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_EXTENDED,546,51,"{""body_min"":0.2,""current_z_max"":0.5,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""prior_z_min"":1.0,""require_confirmation"":false}"
24309,1425a57359f39c84,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_FAST,600,68,"{""body_min"":0.2,""current_z_max"":1.0,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""ALL"",""prior_z_min"":1.5,""require_confirmation"":false}"
24310,14698bbf39d5fc73,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_FAST,245,28,"{""body_min"":0.4,""current_z_max"":0.75,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""prior_z_min"":1.5,""require_confirmation"":true}"
24311,146db6870bfbbe5a,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_FAST,278,30,"{""body_min"":0.4,""current_z_max"":1.0,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""prior_z_min"":1.5,""require_confirmation"":true}"
24312,146e8da6da757d50,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_EXTENDED,1181,147,"{""body_min"":0.4,""current_z_max"":1.0,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""prior_z_min"":1.0,""require_confirmation"":false}"
24313,1494e622d5fc01bb,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_BALANCED,311,42,"{""body_min"":0.2,""current_z_max"":0.5,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""prior_z_min"":1.0,""require_confirmation"":true}"
24314,14f3650a8d54371a,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_EXTENDED,2138,249,"{""body_min"":0.0,""current_z_max"":1.0,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""prior_z_min"":1.0,""require_confirmation"":false}"
24315,1510b44c78c0778a,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_FAST,659,66,"{""body_min"":0.0,""current_z_max"":0.75,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""prior_z_min"":1.25,""require_confirmation"":false}"
24316,157559efdaa0d0b3,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_BALANCED,129,15,"{""body_min"":0.4,""current_z_max"":0.75,""feature_key"":""H1_D2"",""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""prior_z_min"":1.5,""require_confirmation"":false}"
24317,159a88b1ef9bce4d,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_FAST,114,18,"{""body_min"":0.4,""current_z_max"":1.0,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""ALL"",""prior_z_min"":2.0,""require_confirmation"":true}"
24318,15de6f2d7f369a05,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_BALANCED,148,20,"{""body_min"":0.0,""current_z_max"":1.0,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""ALL"",""prior_z_min"":2.0,""require_confirmation"":true}"
24319,15ec1c204ea9510c,CHOP,CHOP_RESIDUAL_REENTRY_FADE,C_FAST,459,56,"{""body_min"":0.0,""current_z_max"":1.25,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""prior_z_min"":1.5,""require_confirmation"":false}"
24320,0026c8b058395b7f,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,423,83,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":false}"
24321,002b9dd80fc75498,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,170,25,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.75,""require_confirmation"":true}"
24322,0031ce4140017dc0,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,592,109,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":false}"
24323,0055ef38e0b126ed,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,350,83,"{""body_min"":0.4,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.25,""require_confirmation"":false}"
24324,00666618af21fc75,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,137,19,"{""body_min"":0.0,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.75,""require_confirmation"":false}"
24325,0079cad9bcdc3374,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,129,17,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":true}"
24326,008b934513da8424,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,285,58,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL"",""lag_z_min"":1.0,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":false}"
24327,009326052e69dd11,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,166,27,"{""body_min"":0.0,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.75,""require_confirmation"":false}"
24328,00a05d8c8cdf9414,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,1139,190,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.25,""pressure_min"":0.25,""require_confirmation"":false}"
24329,00b0ddd716efa41d,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,1436,184,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.25,""require_confirmation"":false}"
24330,00b1dd49a9d26d90,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,208,37,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":0.5,""pressure_min"":1.0,""require_confirmation"":false}"
24331,00ba4286976fd8fd,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,195,33,"{""body_min"":0.4,""feature_key"":""H1_D2"",""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""lag_z_min"":1.0,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.25,""require_confirmation"":false}"
24332,00ca50303c507051,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,196,22,"{""body_min"":0.4,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":true}"
24333,00cd9796876b2948,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,217,28,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""ALL"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":true}"
24334,00d85e109dda9ec6,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,185,38,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL"",""lag_z_min"":1.0,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.75,""require_confirmation"":false}"
24335,00e6c72a3c30e507,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,114,21,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":true}"
24336,00f763569a031baf,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,137,22,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_BALANCED"",""hour_window"":""ALL"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":0.5,""pressure_min"":1.0,""require_confirmation"":false}"
24337,00fdbd5582805711,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,209,37,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.75,""require_confirmation"":false}"
24338,0112002e4c376513,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,134,25,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""LIQUID"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":true}"
24339,011a6031d71a7797,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,639,115,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""LIQUID"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":false}"
24340,012c31fb340164f2,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,166,17,"{""body_min"":0.4,""feature_key"":""H1_D2"",""geometry_id"":""C_BALANCED"",""hour_window"":""ALL"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":true}"
24341,013259380924dcc6,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,377,50,"{""body_min"":0.0,""feature_key"":""H1_D2"",""geometry_id"":""C_BALANCED"",""hour_window"":""LIQUID"",""lag_z_min"":1.25,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.25,""require_confirmation"":false}"
24342,01348a2ad3920514,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,350,65,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.25,""pressure_min"":0.5,""require_confirmation"":false}"
24343,013ce87aa28f9dbe,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,232,45,"{""body_min"":0.4,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.25,""require_confirmation"":true}"
24344,0158adecafd5b9a5,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,125,19,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.75,""require_confirmation"":false}"
24345,015941dd12b4eae5,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,436,60,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":0.25,""pressure_min"":0.25,""require_confirmation"":false}"
24346,015bd289464b1e2e,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,154,20,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""lag_z_min"":1.0,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.75,""require_confirmation"":false}"
24347,01712de8fc6017b8,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,644,100,"{""body_min"":0.0,""feature_key"":""H1_D2"",""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.25,""require_confirmation"":false}"
24348,019b2ed53b1b259b,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,305,52,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""lag_z_min"":1.0,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":false}"
24349,01a39607b488438a,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,381,72,"{""body_min"":0.4,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""ALL"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":false}"
24350,01a77293e6f1d8cc,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,229,20,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL"",""lag_z_min"":1.0,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.25,""require_confirmation"":true}"
24351,01b684dd64b3b052,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,508,98,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":false}"
24352,01bc373cc94d41eb,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,202,40,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":0.25,""pressure_min"":0.75,""require_confirmation"":false}"
24353,01edea2d6749f4c5,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,174,36,"{""body_min"":0.4,""feature_key"":""H1_D2"",""geometry_id"":""C_BALANCED"",""hour_window"":""LIQUID"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":false}"
24354,02006dbd4dfaff1b,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,658,87,"{""body_min"":0.4,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.25,""require_confirmation"":false}"
24355,02018d8c93b8a801,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,545,74,"{""body_min"":0.4,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""ALL"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":false}"
24356,0215f700017fbf67,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,134,25,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":true}"
24357,02259fe18bd002e0,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,788,104,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.25,""require_confirmation"":false}"
24358,0227be0698f85170,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,233,43,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":false}"
24359,022ac6565d79801b,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,170,29,"{""body_min"":0.4,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""lag_z_min"":1.0,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":false}"
24360,023a94dff0f6f21a,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,485,67,"{""body_min"":0.4,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""ALL"",""lag_z_min"":1.0,""maximum_gold_alignment_atr"":0.25,""pressure_min"":0.25,""require_confirmation"":false}"
24361,023a9e5b57594efa,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,205,41,"{""body_min"":0.4,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""ALL"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":0.25,""pressure_min"":0.75,""require_confirmation"":false}"
24362,027e8d1c21d4031c,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,210,37,"{""body_min"":0.0,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""ALL"",""lag_z_min"":1.25,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":false}"
24363,02a107afa270fc39,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,128,19,"{""body_min"":0.4,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":true}"
24364,02acd2a99c2aecdf,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,141,15,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""lag_z_min"":1.0,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":true}"
24365,02afb4ae884f7975,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,206,23,"{""body_min"":0.4,""feature_key"":""H1_D2"",""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.25,""require_confirmation"":true}"
24366,02bd46699649df58,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,148,20,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.75,""require_confirmation"":false}"
24367,02c6c5b878454ee9,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,840,128,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":0.25,""pressure_min"":0.25,""require_confirmation"":false}"
24368,02d001ff93a23944,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,137,27,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.25,""require_confirmation"":true}"
24369,02db34f2fd64d112,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,191,21,"{""body_min"":0.0,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""ALL"",""lag_z_min"":1.0,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.25,""require_confirmation"":true}"
24370,02ef732abe982d41,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,100,22,"{""body_min"":0.4,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.75,""require_confirmation"":false}"
24371,02ef8c79daf7c694,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,1112,164,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""ALL"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.25,""require_confirmation"":false}"
24372,02f5b1d48b4927ee,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,458,78,"{""body_min"":0.4,""feature_key"":""H1_D2"",""geometry_id"":""C_BALANCED"",""hour_window"":""ALL"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.25,""require_confirmation"":false}"
24373,02f83f556d0947f0,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,646,93,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":0.25,""pressure_min"":0.25,""require_confirmation"":false}"
24374,02fa43064aff3821,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,308,65,"{""body_min"":0.0,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":false}"
24375,02fcddc6a107d482,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,192,31,"{""body_min"":0.0,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL"",""lag_z_min"":0.5,""maximum_gold_alignment_atr"":0.5,""pressure_min"":1.0,""require_confirmation"":false}"
24376,0314936dde853dc4,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,341,62,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.5,""require_confirmation"":false}"
24377,031a4f4617d64f25,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_EXTENDED,711,96,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_EXTENDED"",""hour_window"":""LIQUID"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.25,""require_confirmation"":false}"
24378,031aa69f14c13cb1,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,124,16,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""lag_z_min"":1.25,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.25,""require_confirmation"":true}"
24379,03439820ad2004c6,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,139,16,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":0.5,""pressure_min"":0.5,""require_confirmation"":true}"
24380,0346dfe8094bbb96,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_BALANCED,168,22,"{""body_min"":0.4,""feature_key"":""H1_D10"",""geometry_id"":""C_BALANCED"",""hour_window"":""ALL"",""lag_z_min"":0.75,""maximum_gold_alignment_atr"":0.0,""pressure_min"":0.25,""require_confirmation"":true}"
