attempt_no,variant_id,geometry_id,history_mode,minimum_cell_rows,prior_strength,lcb_z,minimum_lcb_r,minimum_action_gap_r,maximum_trades_per_utc_day,regime_owner,schema_id
22997,008785b31cbf9215,T_G1_FAST,ROLLING_4Y,96,64.0,2.0,0.0,0.03,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22998,00894a65ea7bac47,T_G3_EXTENDED,EXPANDING,160,64.0,1.0,0.01,0.01,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
22999,008d9fbba025f422,T_G2_STANDARD,EXPANDING,24,64.0,1.5,0.0,0.03,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23000,00923d082b5a68fc,T_G3_EXTENDED,ROLLING_8Y,24,24.0,1.0,0.0,0.03,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23001,0097fd96231d1ca8,T_G3_EXTENDED,ROLLING_4Y,24,64.0,1.0,0.0,0.0,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23002,009e0cf70aeca2da,T_G1_FAST,ROLLING_8Y,48,24.0,1.5,0.025,0.0,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23003,009ec9e4618404d3,T_G3_EXTENDED,EXPANDING,160,24.0,1.0,0.01,0.03,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23004,00a2237d9ac21505,T_G3_EXTENDED,ROLLING_4Y,96,128.0,2.0,0.01,0.03,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23005,00a81dcfd3232f70,T_G2_STANDARD,ROLLING_8Y,48,64.0,0.5,0.05,0.01,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23006,00ad5976e9496735,T_G3_EXTENDED,ROLLING_4Y,24,64.0,1.0,0.025,0.03,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23007,00b7de554aae7416,T_G1_FAST,ROLLING_4Y,96,24.0,0.5,0.01,0.03,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23008,00b85ecdc13da0c7,T_G2_STANDARD,ROLLING_8Y,24,24.0,1.5,0.0,0.03,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23009,00b8c70e9125d043,T_G1_FAST,ROLLING_4Y,160,64.0,1.5,0.01,0.0,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23010,00bad2db1bd0778e,T_G3_EXTENDED,ROLLING_8Y,160,24.0,2.0,0.05,0.0,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23011,00be5d1bc3028f37,T_G2_STANDARD,EXPANDING,160,64.0,2.0,0.025,0.03,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23012,00c25920740f1820,T_G1_FAST,EXPANDING,24,24.0,0.5,0.05,0.0,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23013,00cd061db0e200ac,T_G1_FAST,ROLLING_8Y,96,128.0,2.0,0.025,0.03,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23014,00cd2953af1286cc,T_G1_FAST,ROLLING_8Y,24,64.0,1.0,0.0,0.01,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23015,00ce8044bad3f5f0,T_G1_FAST,ROLLING_4Y,48,128.0,0.5,0.0,0.03,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23016,00cff0424e7c1fdd,T_G1_FAST,ROLLING_4Y,24,24.0,1.5,0.05,0.03,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23017,00d0614351b71213,T_G2_STANDARD,ROLLING_4Y,160,128.0,1.0,0.01,0.03,4,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23018,00d32c3359b1cbd7,T_G1_FAST,EXPANDING,24,64.0,0.5,0.025,0.0,6,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23019,00da598a217ce77f,T_G1_FAST,EXPANDING,48,24.0,0.5,0.0,0.0,2,TRANSITION,T08_ANCESTRY_BODY_MOMENTUM
23020,000cde3dffa8e0cc,T_G2_STANDARD,EXPANDING,160,64.0,1.0,0.025,0.01,4,TRANSITION,T09_AGE_RANGE_VWAP
23021,00165d4c0bc6b1f5,T_G1_FAST,ROLLING_4Y,96,128.0,1.0,0.01,0.01,4,TRANSITION,T09_AGE_RANGE_VWAP
23022,00252ae4183a8e40,T_G1_FAST,ROLLING_8Y,24,128.0,0.5,0.0,0.03,4,TRANSITION,T09_AGE_RANGE_VWAP
23023,00274895464fee82,T_G3_EXTENDED,ROLLING_8Y,160,24.0,2.0,0.0,0.01,4,TRANSITION,T09_AGE_RANGE_VWAP
23024,00312cd87533c48a,T_G3_EXTENDED,EXPANDING,96,128.0,2.0,0.05,0.03,4,TRANSITION,T09_AGE_RANGE_VWAP
23025,00398982655e5300,T_G2_STANDARD,ROLLING_4Y,96,128.0,2.0,0.05,0.03,6,TRANSITION,T09_AGE_RANGE_VWAP
23026,003d6783f35aefa7,T_G3_EXTENDED,ROLLING_4Y,96,64.0,0.5,0.05,0.03,6,TRANSITION,T09_AGE_RANGE_VWAP
23027,003d92823a87a42d,T_G2_STANDARD,ROLLING_8Y,48,24.0,1.0,0.01,0.01,2,TRANSITION,T09_AGE_RANGE_VWAP
23028,003faea27f41bf04,T_G1_FAST,EXPANDING,160,24.0,1.0,0.025,0.03,2,TRANSITION,T09_AGE_RANGE_VWAP
23029,004a9999e7ede57d,T_G3_EXTENDED,EXPANDING,48,128.0,2.0,0.05,0.03,4,TRANSITION,T09_AGE_RANGE_VWAP
23030,004c98b6db5a6dd5,T_G1_FAST,EXPANDING,24,24.0,0.5,0.025,0.01,4,TRANSITION,T09_AGE_RANGE_VWAP
23031,004d1740033220eb,T_G3_EXTENDED,ROLLING_4Y,24,128.0,0.5,0.0,0.01,4,TRANSITION,T09_AGE_RANGE_VWAP
23032,004d728b1c3c3a40,T_G3_EXTENDED,EXPANDING,48,128.0,2.0,0.05,0.03,6,TRANSITION,T09_AGE_RANGE_VWAP
23033,004f93c650606eb8,T_G2_STANDARD,ROLLING_8Y,24,24.0,1.0,0.01,0.0,4,TRANSITION,T09_AGE_RANGE_VWAP
23034,0053859e39d931b9,T_G1_FAST,ROLLING_4Y,160,64.0,2.0,0.025,0.03,6,TRANSITION,T09_AGE_RANGE_VWAP
23035,005412a63e993f7a,T_G3_EXTENDED,EXPANDING,24,24.0,1.0,0.01,0.03,4,TRANSITION,T09_AGE_RANGE_VWAP
23036,005a2eda677d0f14,T_G3_EXTENDED,EXPANDING,48,24.0,1.5,0.025,0.03,2,TRANSITION,T09_AGE_RANGE_VWAP
23037,0067772f34abc4b9,T_G2_STANDARD,ROLLING_8Y,24,128.0,2.0,0.01,0.01,6,TRANSITION,T09_AGE_RANGE_VWAP
23038,007246ffe189f99d,T_G2_STANDARD,EXPANDING,24,128.0,2.0,0.0,0.01,6,TRANSITION,T09_AGE_RANGE_VWAP
23039,0072bb59c72ee275,T_G1_FAST,ROLLING_8Y,160,64.0,1.5,0.025,0.0,4,TRANSITION,T09_AGE_RANGE_VWAP
23040,007a9eee5f2db2f4,T_G1_FAST,ROLLING_8Y,24,24.0,1.0,0.01,0.01,2,TRANSITION,T09_AGE_RANGE_VWAP
23041,007ab0d5af3c6c42,T_G3_EXTENDED,EXPANDING,48,128.0,0.5,0.01,0.01,2,TRANSITION,T09_AGE_RANGE_VWAP
23042,008638e4cf4561a3,T_G1_FAST,EXPANDING,160,24.0,2.0,0.05,0.03,4,TRANSITION,T09_AGE_RANGE_VWAP
23043,008b625240e0e6ac,T_G2_STANDARD,EXPANDING,24,64.0,1.0,0.05,0.03,2,TRANSITION,T09_AGE_RANGE_VWAP
23044,0092f87a1013067d,T_G2_STANDARD,EXPANDING,160,128.0,2.0,0.0,0.01,6,TRANSITION,T09_AGE_RANGE_VWAP
23045,0093d305e28ca21a,T_G2_STANDARD,ROLLING_8Y,96,64.0,2.0,0.01,0.03,2,TRANSITION,T09_AGE_RANGE_VWAP
23046,0094fdfaa4b849fc,T_G2_STANDARD,ROLLING_4Y,48,128.0,0.5,0.01,0.0,2,TRANSITION,T09_AGE_RANGE_VWAP
23047,009dc723eeac5f1f,T_G1_FAST,ROLLING_4Y,24,128.0,0.5,0.0,0.01,6,TRANSITION,T09_AGE_RANGE_VWAP
23048,00a39abf57bd8538,T_G1_FAST,EXPANDING,96,24.0,2.0,0.025,0.01,2,TRANSITION,T09_AGE_RANGE_VWAP
23049,00a94bfa953924fd,T_G3_EXTENDED,EXPANDING,96,64.0,1.0,0.05,0.01,4,TRANSITION,T09_AGE_RANGE_VWAP
23050,00a9e2716c0742d0,T_G3_EXTENDED,ROLLING_8Y,160,24.0,1.0,0.0,0.01,4,TRANSITION,T09_AGE_RANGE_VWAP
23051,00aa58997eb6e986,T_G3_EXTENDED,ROLLING_4Y,160,128.0,0.5,0.01,0.03,4,TRANSITION,T09_AGE_RANGE_VWAP
23052,00b3a69ae04a052b,T_G1_FAST,EXPANDING,160,24.0,0.5,0.0,0.0,6,TRANSITION,T09_AGE_RANGE_VWAP
23053,00b6e1dbb18ff15b,T_G3_EXTENDED,ROLLING_8Y,48,128.0,2.0,0.0,0.0,2,TRANSITION,T09_AGE_RANGE_VWAP
23054,00bad7b6418cab52,T_G3_EXTENDED,ROLLING_8Y,48,128.0,1.0,0.025,0.0,6,TRANSITION,T09_AGE_RANGE_VWAP
23055,00bb8ee69ca79fee,T_G2_STANDARD,ROLLING_8Y,160,64.0,1.0,0.05,0.03,6,TRANSITION,T09_AGE_RANGE_VWAP
23056,00bfb4f2eef5088d,T_G2_STANDARD,ROLLING_4Y,96,64.0,0.5,0.025,0.01,2,TRANSITION,T09_AGE_RANGE_VWAP
23057,00c619f7eab6aad7,T_G3_EXTENDED,ROLLING_4Y,160,64.0,2.0,0.05,0.01,6,TRANSITION,T09_AGE_RANGE_VWAP
23058,00c744e940bcf0d9,T_G2_STANDARD,ROLLING_4Y,160,64.0,1.0,0.0,0.03,2,TRANSITION,T09_AGE_RANGE_VWAP
23059,00cae0ba2d32c951,T_G3_EXTENDED,ROLLING_8Y,48,64.0,1.0,0.01,0.03,2,TRANSITION,T09_AGE_RANGE_VWAP
23060,00cbfc4d3bcd4a29,T_G1_FAST,EXPANDING,48,128.0,2.0,0.01,0.0,6,TRANSITION,T09_AGE_RANGE_VWAP
23061,00d265a669d646b4,T_G3_EXTENDED,ROLLING_8Y,160,128.0,1.0,0.05,0.0,4,TRANSITION,T09_AGE_RANGE_VWAP
23062,00d9a4e77d87a7e9,T_G1_FAST,ROLLING_8Y,48,64.0,1.0,0.05,0.03,2,TRANSITION,T09_AGE_RANGE_VWAP
23063,00db5385c56ecf5e,T_G3_EXTENDED,ROLLING_8Y,160,24.0,2.0,0.025,0.01,2,TRANSITION,T09_AGE_RANGE_VWAP
23064,00de27eba74d5941,T_G2_STANDARD,ROLLING_8Y,96,24.0,0.5,0.0,0.0,4,TRANSITION,T09_AGE_RANGE_VWAP
23065,00e0abc047a23ef3,T_G3_EXTENDED,ROLLING_4Y,48,128.0,1.5,0.05,0.0,6,TRANSITION,T09_AGE_RANGE_VWAP
23066,00e35ae769668562,T_G1_FAST,ROLLING_8Y,24,128.0,2.0,0.05,0.01,4,TRANSITION,T09_AGE_RANGE_VWAP
23067,00e436977cc4de40,T_G1_FAST,ROLLING_4Y,48,64.0,1.0,0.01,0.01,6,TRANSITION,T09_AGE_RANGE_VWAP
23068,00e73f2e38a501f1,T_G1_FAST,ROLLING_4Y,48,128.0,1.0,0.0,0.03,4,TRANSITION,T09_AGE_RANGE_VWAP
23069,00ea30da9ced68cd,T_G3_EXTENDED,ROLLING_4Y,24,64.0,2.0,0.0,0.0,6,TRANSITION,T09_AGE_RANGE_VWAP
23070,00017c8dd59ca8be,T_G1_FAST,ROLLING_8Y,96,24.0,0.5,0.025,0.01,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23071,0016b36c0a2eefa9,T_G1_FAST,ROLLING_4Y,24,128.0,1.5,0.05,0.01,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23072,0017a47762608963,T_G2_STANDARD,ROLLING_8Y,160,64.0,1.5,0.05,0.01,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23073,001ff293a353a57f,T_G3_EXTENDED,ROLLING_8Y,96,24.0,1.5,0.025,0.03,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23074,0020bad8d486846c,T_G3_EXTENDED,EXPANDING,96,24.0,0.5,0.01,0.01,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23075,00227cc9f448e111,T_G2_STANDARD,ROLLING_4Y,24,128.0,1.0,0.0,0.03,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23076,0027ee082891ee9c,T_G1_FAST,EXPANDING,48,128.0,0.5,0.05,0.03,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23077,002877911bfdf8f9,T_G2_STANDARD,ROLLING_4Y,48,128.0,0.5,0.01,0.01,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23078,0028de60bc74a2b7,T_G2_STANDARD,ROLLING_4Y,24,24.0,0.5,0.0,0.01,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23079,002d1565e25fa5c4,T_G3_EXTENDED,ROLLING_8Y,48,64.0,1.0,0.01,0.03,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23080,0030ea341109041d,T_G3_EXTENDED,ROLLING_8Y,24,128.0,2.0,0.0,0.01,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23081,003414d2b88a3ce5,T_G3_EXTENDED,EXPANDING,96,128.0,1.5,0.01,0.01,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23082,003a92d9197d8b5b,T_G3_EXTENDED,EXPANDING,48,128.0,1.5,0.05,0.01,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23083,003a993c69583ca7,T_G3_EXTENDED,ROLLING_4Y,24,128.0,2.0,0.025,0.01,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23084,004216f308718450,T_G2_STANDARD,ROLLING_8Y,48,64.0,1.0,0.025,0.01,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23085,004e2c9a916779b3,T_G3_EXTENDED,ROLLING_8Y,24,128.0,2.0,0.05,0.03,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23086,004f8c17d1d894cd,T_G2_STANDARD,EXPANDING,48,24.0,1.0,0.025,0.01,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23087,005f6425e276c7cc,T_G2_STANDARD,ROLLING_4Y,48,128.0,2.0,0.025,0.01,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23088,00634450754693c5,T_G1_FAST,EXPANDING,160,64.0,1.0,0.05,0.03,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23089,00674bc949a87017,T_G1_FAST,EXPANDING,24,24.0,2.0,0.01,0.03,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23090,00714df2b43e1380,T_G3_EXTENDED,EXPANDING,24,24.0,1.0,0.05,0.0,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23091,0073ecfbddb99bd4,T_G2_STANDARD,ROLLING_8Y,48,64.0,1.0,0.025,0.03,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23092,0075b2aeae25857b,T_G2_STANDARD,EXPANDING,24,24.0,1.5,0.05,0.0,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23093,007f81b2d64d8337,T_G3_EXTENDED,ROLLING_8Y,160,128.0,1.0,0.0,0.0,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23094,008273f332122a85,T_G2_STANDARD,EXPANDING,160,64.0,1.0,0.0,0.0,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23095,0083ae44f7b6dd4a,T_G3_EXTENDED,ROLLING_8Y,96,128.0,1.5,0.05,0.03,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23096,0088f316f5a3fe38,T_G2_STANDARD,ROLLING_4Y,24,128.0,1.0,0.01,0.0,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23097,0089c267188cc42a,T_G2_STANDARD,ROLLING_8Y,48,24.0,2.0,0.01,0.03,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23098,008dbd253e300a37,T_G2_STANDARD,EXPANDING,96,128.0,2.0,0.0,0.03,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23099,008dd8c2207628c3,T_G2_STANDARD,EXPANDING,48,128.0,1.0,0.0,0.03,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23100,008e2b7bed2f18d4,T_G3_EXTENDED,ROLLING_4Y,160,24.0,1.5,0.0,0.03,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23101,0090794610a0615c,T_G3_EXTENDED,ROLLING_8Y,24,128.0,2.0,0.025,0.0,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23102,00928616089fef39,T_G2_STANDARD,ROLLING_8Y,48,24.0,0.5,0.0,0.01,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23103,009bd99adcb4cc77,T_G3_EXTENDED,EXPANDING,160,128.0,1.0,0.05,0.0,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23104,00b3aee64a3ce79e,T_G2_STANDARD,EXPANDING,48,24.0,0.5,0.01,0.01,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23105,00b7010a90b68b02,T_G2_STANDARD,ROLLING_4Y,48,24.0,1.5,0.01,0.01,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23106,00bb2b9812b403cd,T_G2_STANDARD,ROLLING_8Y,48,128.0,1.5,0.01,0.03,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23107,00bbc6baed3cba9c,T_G1_FAST,EXPANDING,48,24.0,2.0,0.025,0.0,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23108,00c23864f94e5ab5,T_G1_FAST,ROLLING_4Y,160,24.0,2.0,0.05,0.0,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23109,00c88ec95d4e0d64,T_G1_FAST,ROLLING_8Y,96,64.0,1.0,0.025,0.0,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23110,00cab4987d0ae89a,T_G2_STANDARD,ROLLING_8Y,96,64.0,1.0,0.0,0.03,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23111,00cc9e91651f8d44,T_G2_STANDARD,EXPANDING,96,24.0,2.0,0.05,0.0,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23112,00cd31751ba81847,T_G2_STANDARD,EXPANDING,24,24.0,0.5,0.0,0.0,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23113,00d82184a3b9b071,T_G2_STANDARD,ROLLING_4Y,96,64.0,2.0,0.025,0.03,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23114,00d9f898479a4025,T_G1_FAST,EXPANDING,160,24.0,1.5,0.05,0.01,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23115,00db2dbc81c04d60,T_G2_STANDARD,ROLLING_8Y,160,24.0,2.0,0.01,0.01,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23116,00de2a29451e6248,T_G1_FAST,ROLLING_8Y,96,24.0,0.5,0.025,0.03,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23117,00dfdfb9d4d4e20b,T_G1_FAST,EXPANDING,160,128.0,2.0,0.01,0.0,4,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23118,00e0adb132d20f38,T_G2_STANDARD,ROLLING_8Y,48,128.0,1.0,0.0,0.0,6,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
23119,00e305533ab16213,T_G3_EXTENDED,EXPANDING,160,24.0,1.5,0.01,0.0,2,TRANSITION,T10_WEEKDAY_SESSION_MOMENTUM
